1.000000;1.000000;1.000000
25.000000;52.000000;213.000000
165.000000;56.000000;5456.000000
44.000000;5.000000;58.000000
1.000000;2.000000;3.000000
1.000000;4.000000;7.000000
1.000000;5.000000;9.000000
3.000000;5.000000;7.000000
8528.000000;82.000000;582.000000
0.000000;0.000000;0.000000
0.000000;1.000000;0.000000
464.000000;0.000000;0.000000
-8.000000;0.000000;0.000000
1.000000;1.000000;1.000000
0.000000;0.000000;0.000000
0.000000;1.000000;1.000000
-1.000000;1.000000;1.000000
0.000000;1.000000;1.000000
5.000000;1.000000;1.000000
4654.000000;546.000000;6.000000
0.000000;654649.000000;654.000000
654.000000;8856.000000;0.000000
